Strain,Company,Types,Categories,SubCategory,THCLevel,THCUnit,Price,Feelings,FlavorProfile,Terpenes,Description,HardwareType,UnitWeight,PackSize,PreRollConfig,DietaryTags,TimeOfDay,ActivityScenario,IsLiveResin,IsLiveRosin,IsInfused,IsVegan,IsOrganic,ProductTags,OtherCannabinoids,OtherCannabinoidLevels,ExperienceLevel,ConsumptionMethod,OnsetTime,Duration,PriceRange
NYC Diesel | Infused | 6 Pack,Animal,Indica,Pre-rolls,Infused,37,%,65.0,"Relaxed,Sleepy,Happy","pepper,spicy,citrus,earthy,herbal","Caryophyllene,Limonene,Myrcene","SUPER INFUSED with highly potent diamonds, cannabis oil, terpenes, and kief.Premium whole flower, never trim or shake, and always hand-rolled.Hand rolled and kief coated. The pungent, gassy flavors of the legendary New York Diesel promise to keep you uplifted and energetic while you weave your way through the concrete jungle.",,1g,6.0,6x1g,,Nighttime,"Sleep,Relaxation",False,False,True,False,False,infused,,,Experienced,Smoke,Immediate (0–5 min),1–3 hrs,Premium
Headhunter | 1g,Bannermans Batch,Indica,Pre-rolls,Pre-roll,18,%,12.0,"Relaxed,Sleepy,Happy","earthy,herbal,pepper,spicy,floral,lavender","Myrcene,Caryophyllene,Linalool","Headhunter by Bannermans Batch is a 1g pre-roll at 18% THC, perfect for those seeking a smooth, approachable experience. An earthy, herbal smoke with relaxed and happy effects. A great everyday pre-roll for beginner to intermediate consumers. Onset immediate, effects last 1–3 hrs.",,1g,1.0,1x1g,,Nighttime,"Sleep,Relaxation",False,False,False,False,False,,,,Beginner,Smoke,Immediate (0–5 min),1–3 hrs,Budget
Stellar OG | 1g,Bannermans Batch,Indica,Pre-rolls,Pre-roll,18,%,12.0,"Relaxed,Sleepy,Happy","earthy,herbal,pepper,spicy,floral,lavender","Myrcene,Caryophyllene,Linalool","Stellar OG by Bannermans Batch is a 1g pre-roll at 18% THC delivering classic OG earthy, pine, and spice flavors. Known for its calming, body-relaxing effects that keep the mind clear. A reliable, smooth smoke for beginner to intermediate consumers. Onset immediate, effects last 1–3 hrs.",,1g,1.0,1x1g,,Nighttime,"Sleep,Relaxation",False,False,False,False,False,,,,Beginner,Smoke,Immediate (0–5 min),1–3 hrs,Budget
Lucys | Diamond Infused | Slurricane | 3 Pack,Blotter,Indica,Pre-rolls,Diamond Infused,54,%,56.0,"Focused,Happy,Relaxed,Energetic,Inspired,Uplifted","earthy,herbal,pepper,spicy,citrus","Myrcene,Caryophyllene,Limonene","Slurricane is sweet with notes of grape and berries.Blotter Lucys start with top-quality flower picked at its peak. These Lucys have been infused with pure THC diamonds throught indica-dominant flower, with pure cannabis oil painted on the paper and then rolled in kief, packing a powerful punch and coming in at a heft 54% THC overall. The result is a blend of crystals and terpenes that deliver a flavorful and full-bodied experience, true to the strain. Lucys prerolls are great for those looking to explore the unique flavor profiles of both flower and concentrate. Blotter is grown and extracted in Cortland, New York by a team of passionate farmers and extractors.",,1g,3.0,3x1g,,Nighttime,"Creative,Focus,Relaxation",False,False,True,False,False,infused,,,Experienced,Smoke,Immediate (0–5 min),1–3 hrs,Premium
Wedding Cake,Cornucopia,Indica,Pre-rolls,Pre-roll,19,%,12.0,"Relaxed,Aroused,Hungry","vanilla,pepper,sweet","Caryophyllene,Myrcene,Limonene","Wedding Cake, also known as ""Triangle Mints #23,"" is a potent type of indica-hybrid marijuana strain made by crossing Triangle Kush with Animal Mints. Fun fact: In Canada, this strain is known as Pink Cookies. The Wedding Cake strain provides relaxing and euphoric effects that calm the body and mind. This strain yields a rich and tangy flavor profile with undertones of earthy pepper. Medical marijuana patients choose Wedding Cake to help relieve symptoms associated with pain, insomnia and appetite loss. Consumers with a low THC tolerance should enjoy this strain with an extra slice of care due to its high THC content. Wedding Cake has soared in popularity over the years and was named Leafly Strain of the Year in 2019.",,1g,1.0,1x1g,,Nighttime,"Sleep,Relaxation",False,False,False,False,False,,,,Beginner,Smoke,Immediate (0–5 min),1–3 hrs,Budget
Northern Lights,Cornucopia,Indica,Pre-rolls,Pre-roll,20,%,12.0,"Sleepy,Hungry,Relaxed","pine,spicy,herbal,earthy","Myrcene,Caryophyllene,Pinene","Northern Lights, also known as ""NL,"" is an indica marijuana strain made by crossing Afghani with Thai. Northern Lights produces euphoric effects that settle in firmly throughout the body, relaxing muscles and easing the mind. Consumers say this strain has a pungently sweet and spicy flavor profile that is smooth on the exhale. Medical marijuana patients choose Northern Lights to help relieve symptoms associated with depression, stress, pain and insomnia. Growers say this strain features purple and crystal-coated buds and grows best indoors with a flowering time of 45-50 days.Northern Lights stands among the most famous strains of all time, a pure indica cherished for its resinous buds, fast flowering, and resilience during growth. This strain has given rise to famous hybrids like Shiva Skunk and Super Silver Haze. Rumor has it that Northern Lights first sprouted near Seattle, Washington, but was propagated out of Holland after 1985 at what is now Sensi Seeds.",,1g,1.0,1x1g,,Nighttime,"Sleep,Relaxation",False,False,False,False,False,,,,Beginner,Smoke,Immediate (0–5 min),1–3 hrs,Budget
Runtz Ether | Joint | 1g,Dank,Indica,Pre-rolls,Pre-roll,30,%,17.0,"Relaxed,Sleepy,Happy","earthy,herbal,pepper,spicy,citrus","Myrcene,Caryophyllene,Limonene","One gram of our potent, fan-favorite Runtz Ether flower rolled into a fresh hemp wrap. Runtz Ether is a hybrid strain with exceptionally high potency. A cross of of Chemdawg x Alien Technology. It has a high which is both euphoric and relaxing, which is typical of most hybrids. Many note that this strain is good for relieving stress, anxiety, and chronic pain. Enjoy Responsibly!",,1g,1.0,1x1g,,Nighttime,"Sleep,Relaxation",False,False,False,False,False,,,,Intermediate,Smoke,Immediate (0–5 min),1–3 hrs,Budget
Skunk x Northern Lights,Harvest,Indica,Pre-rolls,Pre-roll,21,%,14.0,"Relaxed,Sleepy,Focused,Happy","earthy,herbal,pepper,spicy,floral,lavender","Myrcene,Caryophyllene,Linalool","Skunk x Northern Lights is a balanced blend of both indica and sativa characteristics. A relaxing body high combined with uplifting and euphoric cerebral effects, this strain may promote feelings of happiness, creativity, and relaxation while alleviating stress, pain, and insomnia.",,1g,1.0,1x1g,,Nighttime,"Sleep,Focus,Relaxation",False,False,False,False,False,,,,Intermediate,Smoke,Immediate (0–5 min),1–3 hrs,Budget
Skywalker OG | 1g,Harvest,Indica,Pre-rolls,Pre-roll,24,%,44.0,"Sleepy,Relaxed,Tingly","spicy,herbal,pungent,earthy","Myrcene,Caryophyllene,Limonene","Skywalker OG is an Indica-dominant hybrid cannabis strain with a potent THC content ranging from 20% to 30%. It is a cross between Mazar and Blueberry OG strains. The dominant terpenes found in Skywalker OG are myrcene, caryophyllene, and limonene. Skywalker OG is well-known for its relaxing and euphoric effects, making it an excellent choice for stress relief and pain management. This strain is often used to alleviate symptoms of anxiety, depression, and insomnia. The strain's name pays homage to the Star Wars franchise, featuring the namesake of Luke Skywalker himself. Skywalker OG's creators chose to name the strain after the Jedi hero due to its potent, ""forceful"" effects. When it comes to taste and aroma, Skywalker OG has a spicy, herbal flavor with hints of earthy undertones. The top flavors and aromas include diesel, pine, and spicy herbal notes.As for Luke Skywalker, well, we can only imagine him toking up on some Skywalker OG after a long day of fighting the dark side. Perhaps it's even what helped him stay so calm during those intense lightsaber battles. Who knows, maybe Yoda was growing Skywalker OG on Dagobah all along!",,1g,1.0,1x1g,,Nighttime,"Sleep,Relaxation",False,False,False,False,False,,,,Intermediate,Smoke,Immediate (0–5 min),1–3 hrs,Mid
Blueberry Muffin,MFNY,Indica,Pre-rolls,Pre-roll,31,%,20.0,"Relaxed,Tingly,Happy","blueberry,butter,vanilla","Myrcene,Limonene,Caryophyllene","Blueberry Muffin, also known as ""Blueberry Muffins,"" is an indica-dominant hybrid marijuana strain made from a cross of Blueberry and Purple Panty Dropper. Produced by Humboldt Seed Co., Blueberry Muffin is revered for its uniform bud structure and purple-tinted flowers. This strain features a flavor profile that smells like a tray of fresh baked muffins. Blueberry Muffin's sweetness is softened by a smooth, creamy finish and makes for a tasty joint. ",,1g,1.0,1x1g,,Nighttime,Relaxation,False,False,False,False,False,,,,Experienced,Smoke,Immediate (0–5 min),1–3 hrs,Mid
Gazzurple | Infused,MFNY,Indica,Pre-rolls,Infused,33,%,20.0,"Relaxed,Sleepy,Happy","earthy,herbal,pepper,spicy,citrus","Myrcene,Caryophyllene,Limonene","For our kief infused pre-rolls, we start with premium, hand-trimmed whole Gazzurple flower then pass it through a micro filter. This process creates dry sift that retains high potency and results in a more enhanced flavor experience of the Gazzurple strain. With a distinct scent and taste of berries, cream, and that classic gas, it offers an excellent type of high. Exclusively single-sourced at MFNY in the Hudson Valley.",,1g,1.0,1x1g,,Nighttime,"Sleep,Relaxation",False,False,True,False,False,infused,,,Experienced,Smoke,Immediate (0–5 min),1–3 hrs,Mid
Blueberry Muffin | Live Resin,MFNY,Indica,Pre-rolls,Live Resin,48,%,48.0,"Relaxed,Tingly,Happy","blueberry,butter,vanilla","Myrcene,Limonene,Caryophyllene","Blueberry Muffin, also known as ""Blueberry Muffins,"" is an indica-dominant hybrid marijuana strain made from a cross of Blueberry and Purple Panty Dropper. Produced by Humboldt Seed Co., Blueberry Muffin is revered for its uniform bud structure and purple-tinted flowers. This strain features a flavor profile that smells like a tray of fresh baked muffins. Blueberry Muffin's sweetness is softened by a smooth, creamy finish and makes for a tasty joint. ",,1g,1.0,1x1g,,Nighttime,Relaxation,True,False,True,False,False,live-resin,,,Experienced,Smoke,Immediate (0–5 min),1–3 hrs,Mid
WAP | 3 Pack,Zizzle,Indica,Pre-rolls,Pre-roll,25,%,27.0,"Relaxed,Sleepy,Happy","earthy,herbal,pine,floral,lavender","Myrcene,Pinene,Linalool","WAP is a cross between Cheetah Piss and Project 4516, a hard hitting indica dominant hybrid with higher CBD content. It has a fruity, piney and floral scent and flavor, and a euphoric, relaxing and sleepy effect.Proudly serving the Binghamton, Johnson City, Endicott, and Owego area in New York!",,1g,3.0,3x1g,,Nighttime,"Sleep,Relaxation",False,False,False,False,False,,CBD,,Intermediate,Smoke,Immediate (0–5 min),1–3 hrs,Mid
Apple Fritter | AIO,ayrloom,Indica,Vaporizers,Vape,90,%,35.0,"Aroused,Sleepy,Relaxed","apple,butter,sweet,earthy","Caryophyllene,Limonene,Myrcene","The Apple Fritter AIO by ayrloom is a potent Indica disposable vape delivering 90% THC in a convenient all-in-one format. Crafted for experienced consumers, this 1g disposable offers a deeply relaxing and sedating experience, ideal for unwinding at night or easing into sleep. True to its namesake, Apple Fritter brings warm notes of sweet apple, butter, and earthy undertones. Dominant terpenes Caryophyllene, Limonene, and Myrcene work together to promote full-body relaxation with a calm, euphoric finish. Best enjoyed in the evening for sleep and relaxation.",Disposable,1g,,,,Nighttime,"Sleep,Relaxation",False,False,False,False,False,,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Mid
Tahoe | Cart,ayrloom,Indica,Vaporizers,Distillate,90,%,60.0,"Happy,Focused","earthy,herbal,citrus,pepper,spicy","Myrcene,Limonene,Caryophyllene",Earthy with just the right amount of citrus. There?s nothing subtle about our twist on this classic. Note: Compatible with any standard 510 thread battery.,510 Cartridge,1g,,,,Nighttime,Focus,False,False,False,False,False,,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Premium
Rest | Mood | AIO | (CBN),ayrloom,Indica,Vaporizers,Vape,75,%,35.0,"Relaxed,Sleepy,Happy","earthy,herbal,floral,lavender,pepper,spicy","Myrcene,Linalool,Caryophyllene",Cannabis vaporizers are a great way to consume discreetly and consistently. Vape cartridges contain concentrated cannabis oil that is heated by a battery and vaporized for inhalation. These products are very potent and are designed to be consumed in 2-3 second puffs.,Disposable,1g,,,,Nighttime,"Sleep,Relaxation",False,False,False,False,False,,CBN,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Mid
Pink Rozay | AIO,ayrloom,Indica,Vaporizers,Vape,90,%,35.0,"Aroused,Sleepy,Relaxed","rose,flowery,lavender","Linalool,Myrcene,Caryophyllene","Pink Rozay is a potent indica marijuana strain bred by Cookies. Pink Rozay is inspired by the bright, floral flavors you often find when drinking a class of rose - but without the hangover. Smoking Pink Rozay will give you a heavy head high but your body will feel at ease. Because this strain is known to be high in THC, it is important to enjoy in small quantities. Pink Rozay nugs are frosty with muted shades of green and orange. Medical marijuana patients choose this strain to help relieve symptoms related to chronic pain.",Disposable,1g,,,,Nighttime,"Sleep,Relaxation",False,False,False,False,False,,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Mid
Forbidden Fruit | AIO | 1g,cannabals,Indica,Vaporizers,Vape,88,%,55.0,"Happy,Relaxed,Sleepy","earthy,herbal,pepper,spicy,citrus","Myrcene,Caryophyllene,Limonene","Don?t let our compact and discrete disposable hardware fool you, our state of the art custom Blinc AIO Simple vaporizer delivers one gram/ml of high potency indica cannabis oil with naturally derived Forbidden Fruit terpenes.",Disposable,1g,,,,Nighttime,"Sleep,Creative,Relaxation",False,False,False,False,False,,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Premium
Sour Papaya | AIO | 1g,cannabals,Indica,Vaporizers,Vape,80,%,65.0,"Relaxed,Happy,Focused","peach,grapefruit,tropical","Limonene,Myrcene,Valencene",Sour Papaya is believed to be a hybrid marijuana strain. We're still learning about Sour Papaya and its effects.,Disposable,1g,,,,Nighttime,"Focus,Relaxation",False,False,False,False,False,,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Premium
Blackberry | Disposable | 0.5g,EUREKA,Indica,Vaporizers,Distillate,87,%,40.0,"Relaxed,Sleepy,Happy","earthy,herbal,pepper,spicy,citrus","Myrcene,Caryophyllene,Limonene","The CLASSIC Blackberry Kush disposable brings you our pure & potent distillate in a convenient, rechargeable vape. Blackberry Kush produces relaxing effects & strong body high. Blackberry Kush offers a hashy flavor profile with a jet fuel taste and aroma balanced out with sweet berries. Our cannabis oil is 100% natural, pesticide-free, solvent-free, and never cut or altered with MCT, PG, VG or Vitamin E Acetate.""",Disposable,0.5g,,,,Nighttime,"Sleep,Relaxation",False,False,False,False,False,,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Mid
Gorilla Glu | Vape | 0.5g,Gezoont,Indica,Vaporizers,Vape,83,%,35.0,"Relaxed,Sleepy,Happy","earthy,herbal,pepper,spicy,citrus","Myrcene,Caryophyllene,Limonene",CO2 oil. We never use ethanol or any solvent other than CO2 in its creation. The devices are rechargeable and disposable.Total THC: 83.99%/419.93MG Total Cannabinoids: 89.56%/447.80mg Live Terpenes: 3.7%Beta-Myrcene (anti-inflammatory)Beta-Caryophyllene (pain management)Limonene (stress relief) Note: Compatible with any standard 510 thread battery.,510 Cartridge,0.5g,,,,Nighttime,"Sleep,Relaxation",False,False,False,False,False,,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Mid
Bubble Punch | 5pk | 0.5g,Hepworth,Indica,Vaporizers,Vape,20,%,24.0,"Relaxed,Sleepy,Happy","citrus,pine","Limonene,Pinene","Elevate your energy with our meticulously crafted pre-roll pack, thought fully curated to invigorate your senses and inspire productivity. Each pack contains five perfectly rolled 0.5g joints, designed to provide you with a boost of motivation and vitality whenever you need it. Our Energize cannabis category is dedicated to those seeking a dynamic and uplifting experience, and these pre- rolls are no exception. Note: Compatible with any standard 510 thread battery.",510 Cartridge,0.5g,,,,Nighttime,"Sleep,Relaxation",False,False,False,False,False,,,,Beginner,Vape,Immediate (0–5 min),1–3 hrs,Mid
Leisure | 1g,Holiday,Indica,Vaporizers,Vape,91,%,70.0,"Relaxed,Sleepy,Happy","citrus,earthy,herbal,pepper,spicy","Limonene,Myrcene,Caryophyllene","Bake some leisure into your self-care routine ? you deserve it. Leisure hits first as sweet and tart mango, but finishes with a delicious juicy citrus note reminiscent of yuzu fruit. Nothin? but hammock vibes.",Disposable,1g,,,,Nighttime,"Sleep,Relaxation",False,False,False,False,False,,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Premium
Nightcap | 1g,Holiday,Indica,Vaporizers,Vape,60,%,70.0,"Uplifted,Hungry,Relaxed","earthy,herbal,pepper,spicy,floral,lavender","Myrcene,Caryophyllene,Linalool","Wind down the right way with Nightcap, a 1g Indica vape designed for deep evening relaxation. At 60% THC, this is a potent choice best suited for experienced consumers looking to melt away tension and prepare for a restful night. Linalool and Myrcene deliver a soothing calming effect while Caryophyllene adds a subtle spice to the smooth vapor. Perfect for nighttime use.",Disposable,1g,,,,Nighttime,Relaxation,False,False,False,False,False,,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Premium
Wedding Cake | 1g,Jaunty,Indica,Vaporizers,Vape,90,%,60.0,"Relaxed,Aroused,Hungry","vanilla,pepper,sweet","Caryophyllene,Myrcene,Limonene","Wedding Cake, also known as ""Triangle Mints #23,"" is a potent type of indica-hybrid marijuana strain made by crossing Triangle Kush with Animal Mints. Fun fact: In Canada, this strain is known as Pink Cookies. The Wedding Cake strain provides relaxing and euphoric effects that calm the body and mind. This strain yields a rich and tangy flavor profile with undertones of earthy pepper. Medical marijuana patients choose Wedding Cake to help relieve symptoms associated with pain, insomnia and appetite loss. Consumers with a low THC tolerance should enjoy this strain with an extra slice of care due to its high THC content. Wedding Cake has soared in popularity over the years and was named Leafly Strain of the Year in 2019.",Disposable,1g,,,,Nighttime,"Sleep,Relaxation",False,False,False,False,False,,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Premium
Hash Burger | Live Resin,MFNY,Indica,Vaporizers,Live Resin,82,%,48.0,"Sleepy,Relaxed,Euphoric","cheese,chestnut,pungent","Myrcene,Caryophyllene,Humulene","Hash Burger is a hybrid weed strain. Reviewers on Leafly say this strain makes them feel sleepy, relaxed, and euphoric. If you've smoked, dabbed, or otherwise enjoyed this strain, Hash Burger, before let us know! Leave a review. Note: Compatible with any standard 510 thread battery.",510 Cartridge,0.5g,,,,Nighttime,"Sleep,Relaxation",True,False,False,False,False,live-resin,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Mid
Oishii #4 | Live Resin 510 Cart (.5g),MFNY,Indica,Vaporizers,Live Resin,75,%,48.0,"Relaxed,Sleepy,Happy","earthy,herbal,pepper,spicy,citrus","Myrcene,Caryophyllene,Limonene","For our resin hash infused pre-rolls, we start with premium, hand-trimmed whole Oishii #4 flower then infuse it with our in-house made Oishii #4 live resin HTFSE [high terpene full spectrum extract from fresh frozen buds]. This process creates a higher potency product, with sweet, yes gassy flavors of the Oishii #4 strain. Potent and high in THC this product is a treat for experienced cannabis consumer. No shake, no trim. Just the very best of our craft cannabis, ready to enjoy. Exclusively single-sourced at MFNY in the Hudson Valley. Note: Compatible with any standard 510 thread battery.",510 Cartridge,0.5g,,,,Nighttime,"Sleep,Creative,Relaxation",True,False,False,False,False,live-resin,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Mid
Watermelon Zkittles | Live Resin | Ready To Use | 1g,Rove,Indica,Vaporizers,Live Resin,91,%,95.0,"Happy,Relaxed,Sleepy","earthy,herbal,citrus,pepper,spicy","Myrcene,Limonene,Caryophyllene","Taste, and feel, a rainbow of effects with this fruity strain that is mouth-wateringly delicious. Earthy, herbaceous undertones and bright fruity citrus meet with a sour overtone that turns slightly pungent in this delicious strain. Despite its bright and complex nose, Watermelon Zkittlez?s effects are best suited for a chill night lazing on the couch or catching some zzz's.",Disposable,1g,,,,Nighttime,"Sleep,Relaxation",True,False,False,False,False,live-resin,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Premium
Pluto Ice | Live Resin Disposable,To The Moon,Indica,Vaporizers,Live Resin,89,%,80.0,"Relaxed,Sleepy,Happy","earthy,herbal,pepper,spicy,floral,lavender","Myrcene,Caryophyllene,Linalool","Pluto Ice by To The Moon is a 2g Indica live resin disposable at 89% THC, designed for deep relaxation and restful sleep. Live resin extraction preserves the strain's Myrcene, Caryophyllene, and Linalool terpenes, producing a rich earthy and floral vapor with soothing lavender undertones. Effects are powerfully sedating and tranquil — best for evening wind-down or nights when you need serious rest. A large-format premium vape for dedicated Indica enthusiasts.",Disposable,2g,,,,Nighttime,"Sleep,Relaxation",True,False,False,False,False,live-resin,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Premium
Flight Pack | Landing Sequence | Indica | 5 Pack,Head Space,Indica,Pre-rolls,Pre-roll,21,%,30.0,"Relaxed,Sleepy,Happy","earthy,herbal,pepper,spicy,floral,lavender","Myrcene,Caryophyllene,Linalool","Flight Pack Landing Sequence Indica by Head Space is a 5-pack of 1g indica pre-rolls at 21% THC each. Designed for winding down, Landing Sequence delivers deeply relaxing, sleepy effects with smooth earthy flavors. Perfect for nighttime use. Onset immediate, effects last 1–3 hrs.",,1g,5.0,5x1g,,Nighttime,"Sleep,Relaxation",False,False,False,False,False,,,,Intermediate,Smoke,Immediate (0–5 min),1–3 hrs,Mid
Landing Sequence (Indica) | 1g,Head Space,Indica,Pre-rolls,Pre-roll,21,%,11.0,"Relaxed,Sleepy,Happy","earthy,herbal,pepper,spicy,floral,lavender","Myrcene,Caryophyllene,Linalool","Landing Sequence Indica by Head Space is a 1g indica pre-roll at 21% THC. True to its name, it brings you in for a smooth, relaxing landing with calming, sleepy effects and earthy, herbal flavors. Ideal for evening or nighttime use. Onset immediate, effects last 1–3 hrs.",,1g,1.0,1x1g,,Nighttime,"Sleep,Relaxation",False,False,False,False,False,,,,Intermediate,Smoke,Immediate (0–5 min),1–3 hrs,Budget
Papaya Cake,Aetema,Indica-Hybrid,Flower,Flower,25,%,270.0,"Relaxed,Sleepy,Hungry","tropical,mango,apricot","Myrcene,Limonene,Caryophyllene","Papaya Cake is a hybrid weed strain made from a genetic cross between Papaya, Wedding Cake, and White OG. Papaya Cake is 24% THC, making this strain an ideal choice for experienced cannabis consumers. Leafly customers tell us Papaya Cake effects include relaxation, drowsiness, and hunger. Medical marijuana patients often choose Papaya Cake when dealing with symptoms associated with anxiety, insomnia, and stress. Bred by Mad Cow Genetics, Papaya Cake features tropical, mango, and apricot flavors. The dominant terpene of this strain is Limonene. The average price of Papaya Cake typically ranges from $35-$45. If you?ve smoked, dabbed, or consumed Papaya Cake, tell us about your experience by leaving a strain review.",,28g,,,,Nighttime,"Sleep,Relaxation",False,False,False,False,False,,,,Intermediate,Smoke,Immediate (0–5 min),1–3 hrs,Premium
Skywalker OG,Dank,Indica-Hybrid,Flower,Flower,30,%,53.0,"Sleepy,Relaxed,Tingly","spicy,herbal,pungent,earthy","Myrcene,Caryophyllene,Limonene","Skywalker OG is an Indica-dominant hybrid cannabis strain with a potent THC content ranging from 20% to 30%. It is a cross between Mazar and Blueberry OG strains. The dominant terpenes found in Skywalker OG are myrcene, caryophyllene, and limonene. Skywalker OG is well-known for its relaxing and euphoric effects, making it an excellent choice for stress relief and pain management. This strain is often used to alleviate symptoms of anxiety, depression, and insomnia. The strain's name pays homage to the Star Wars franchise, featuring the namesake of Luke Skywalker himself. Skywalker OG's creators chose to name the strain after the Jedi hero due to its potent, ""forceful"" effects. When it comes to taste and aroma, Skywalker OG has a spicy, herbal flavor with hints of earthy undertones. The top flavors and aromas include diesel, pine, and spicy herbal notes.As for Luke Skywalker, well, we can only imagine him toking up on some Skywalker OG after a long day of fighting the dark side. Perhaps it's even what helped him stay so calm during those intense lightsaber battles. Who knows, maybe Yoda was growing Skywalker OG on Dagobah all along!",,3.5g,,,,Nighttime,"Sleep,Relaxation",False,False,False,False,False,,,,Intermediate,Smoke,Immediate (0–5 min),1–3 hrs,Premium
Kiwi Kush,DEALER CANNABIS CO.,Indica-Hybrid,Flower,Flower,21,%,26.0,"Relaxed,Sleepy,Calm,Focused,Happy","earthy,herbal,pepper,spicy,floral,lavender","Myrcene,Caryophyllene,Linalool","Kiwi Kush by DEALER CANNABIS CO. is a soothing Indica-Hybrid at 21% THC, blending the calming depth of Kush genetics with a subtle earthy, floral, and herbal aroma. Linalool-forward terpenes lend a gentle lavender quality, contributing to its distinctly relaxing and calming character. A versatile evening strain for those who want to unwind without heavy sedation — approachable for a range of experience levels. Available in 3.5g.",,3.5g,,,,Nighttime,Relaxation,False,False,False,False,False,,,,Intermediate,Smoke,Immediate (0–5 min),1–3 hrs,Mid
Harvest | Skywalker OG,Harvest,Indica-Hybrid,Flower,Flower,22,%,175.0,"Sleepy,Relaxed,Tingly","earthy,herbal,pepper,spicy,floral,lavender","Myrcene,Caryophyllene,Linalool","Harvest Skywalker OG is a legendary Indica-Hybrid at 22% THC, available in a full 1oz jar. A cross of Skywalker and OG Kush, this strain is renowned for its deeply relaxing, full-body effects with a pleasant tingly sedation — excellent for stress relief and sleep. Earthy, herbal, and floral aromas from its Myrcene, Caryophyllene, and Linalool terpene profile make each session a classic OG experience. Cultivated by Harvest.",,28g,,,,Nighttime,"Sleep,Relaxation",False,False,False,False,False,,,,Intermediate,Smoke,Immediate (0–5 min),1–3 hrs,Premium
Black Scotti | 7 Pk,Florist Farms,Indica-Hybrid,Pre-rolls,Pre-roll,25,%,38.0,"Focused,Happy,Relaxed,Energetic,Inspired,Uplifted","earthy,herbal,pepper,spicy,citrus","Myrcene,Caryophyllene,Limonene","Black Scotti is a hybrid weed strain made from a genetic cross between Biscotti and Zhit. This strain is 30% sativa and 70% indica. Black Scotti is 23.5% THC, making this strain an ideal choice for experienced cannabis consumers. Bred by unknown breeders, the average price of Black Scotti typically ranges from $10-$15 per gram. We are still learning about Black Scotti?s effects, flavors, and medical uses. If you've smoked, dabbed, or consumed Black Scotti, please tell us about your experience by leaving a strain review.",,1g,7.0,7x1g,,Nighttime,"Creative,Focus,Relaxation",False,False,False,False,False,,,,Intermediate,Smoke,Immediate (0–5 min),1–3 hrs,Mid
Frosted Infused Flower,Silly Nice,Hybrid,Flower,Infused Flower,40,%,60.0,"Relaxed,Sleepy,Calm,Focused,Happy","earthy,herbal,pepper,spicy,citrus","Myrcene,Caryophyllene,Limonene","Welcome to a world where the extraordinary is the norm, and every nug of ""Frosted Flower"" is a ticket to a vibrant escape. Straight from the exclusive strains of Kombucha Cream by Sega Farms, this bud bursts with a potent party of cannabinoids at a dazzling 39.86%, and THC levels that dance up to 33.72%.Dive into a kaleidoscope of terpenes where Myrcene leads the conga line, followed by the spicy swing of Caryophyllene and the citrus twirl of Limonene, all adding up to a total terpene content of 2.2%. It's a flavor festival that'll make your senses sing!And because we're all about keeping it real, we've aced the test for purity. No pesticides or heavy metals here?just pure, unadulterated fun.Kick back and revel in the pure joy of ""Frosted Flower,"" your go-to for good times and great vibes.Just so you know:- Base Flower: Kombucha Cream, grown with care by Sega Farms- Solvents used for THCA powder production: Ethanol, Pentane It's not just cannabis; it's a celebration in a jar!",,3.5g,,,,Anytime,Relaxation,False,False,True,False,False,infused,THCA,,Experienced,Smoke,Immediate (0–5 min),1–3 hrs,Premium
Blue Dream | Hash | 0.5g,HUDSON CANNABIS,Sativa,Concentrates,Hash,60,%,64.0,"Creative,Uplifted,Energetic","blueberry,berry,sweet","Myrcene,Limonene,Caryophyllene","Blue Dream is a sativa-dominant hybrid marijuana strain made by crossing Blueberry with Haze. This strain produces a balanced high, along with effects such as cerebral stimulation and full-body relaxation. Blue dream is 18% THC but has a low CBD percentage, making this potent strain a fan favorite of both novice and veteran cannabis consumers. In terms of flavor, Blue Dream is reported to smell and taste like sweet berries. Medical marijuana patients often use Blue Dream to treat symptoms of depression, chronic pain, and nausea. Blue Dream originated in California and has since achieved legendary status among West Coast strains and has quickly become one of the most-searched-for strains in the Leafly database. The average price per gram of Blue Dream is $20. Strains similar to Blue Dream include Blue Dream CBD, Double Dream,and Blue Magoo.",,0.5g,,,,Daytime,Creative,False,False,False,False,False,,CBD,,Experienced,Smoke/Dab,Immediate (0–5 min),2–4 hrs,Premium
